N,P,K,temperature,humidity,ph,rainfall,rainfall_humidity,pH_K,N_P,temp_sq,rainfall_log,climate_index
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652000001,136.0456753,4969.45027393778,160.45156630000002,2412.0,1292.5295087182394,4.920314266614276,13.132392124221836
39.10959739270335,5.092970839160892,31.11547043659874,27.126196153144765,93.773341116302,5.500821112963918,150.95007524944947,14144.196894562965,172.1654105888572,194.93740849385583,734.6106440993398,4.974251007156857,25.185604520650244
67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,17276.262480775044,246.517936231,3953.0,481.700102106256,5.367638613913727,17.771869471700754
11.11952877340619,70.86309313444364,23.88568879882144,21.14762549568883,22.599714780199648,5.7139997425294045,141.54025732554626,3217.0154315437453,134.50021306499502,780.8652243814939,446.8025365762939,5.058682796392004,4.907629705944961
31.07722562531174,29.01650498460369,26.010960952119795,28.273059089650612,47.39690692600674,5.104944346339112,97.84193379347134,4634.808749226426,130.63121381649285,899.082390782598,796.6791238896833,4.61815698582543,13.25175549694123
29.904147103038902,61.06567330417139,18.11781720380565,27.195730333091912,67.03081150442725,6.228017110083503,52.503669612493844,3519.3589126844936,110.77460641230198,1830.0804610964171,736.9827160932997,4.03620775384363,18.305514546415424
2.0,123.0,205.0,22.36629253,90.78572467,5.739652177000001,124.9831618,11346.686915560862,1176.6286962850002,246.0,500.25104153753375,4.8361482615133875,20.305400755172574
60.0,57.0,24.0,18.66116213,61.55327249,6.1212940410000005,75.03247667,4618.494482068078,146.91105698400003,3420.0,348.2389720421462,4.331160573614437,11.48655597567959
72.132359514457,44.87944248816617,35.04277961593832,25.412377040209307,82.95261062449315,5.660188411967879,195.56853366941837,16204.463660911604,201.60210533556508,3239.9932534176164,646.8355229052211,5.170981182380355,21.00069387752578
126.82613502168712,37.05520167297829,18.117368749360605,24.786426264302683,76.29359542774087,6.931030229665498,91.90442517608226,7013.701286064809,126.79297818315193,4699.042247284143,618.6770297606438,4.553414323441771,18.979730395200928
9.0,49.0,16.0,30.88482722,41.36561835,7.661537347999999,55.053805,2277.3346863453216,122.58459756799998,441.0,953.8725524092529,4.026312033030266,12.775699755882112
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,16095.931501538253,248.54349549600002,4980.0,655.2089369621584,5.307450026565839,20.514778933588136
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,5206.2706289797225,112.359625519,5340.0,634.6330443947072,4.370287961375423,16.80056732408308
103.99713044943445,16.984275718872343,46.02725920181394,25.51263589836618,80.36809072573526,6.220633295027044,43.046590719650986,3457.132220815952,284.7593466162392,1768.0089909095116,661.3302350701933,3.707803373178878,20.395125761234283
88.96073100386933,25.11518594305594,54.254377565107475,24.682692670135417,85.66405021684598,6.396484021293631,48.884589489915804,4192.298778812023,343.16213026705697,2225.053423503596,609.6944060735364,3.9639489867444024,21.05526835024902
13.0,7.0,43.0,18.20230419,91.12282162,7.013481515,109.66239740000002,9992.747076701753,301.579705145,91.0,331.32387782529156,4.7064841017933965,16.586453177783486
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,9122.726427279367,265.204211378,7719.0,863.3336639034097,4.702738402688984,24.535666041263777
111.91649894465571,73.14466746749717,48.079904593241146,29.11442637053494,77.32061156470223,5.592009018800059,90.78176594854227,7010.428636717276,273.83957201853946,8175.934882513477,855.1804629547482,4.464485154006982,22.562921409549862
12.021856743711838,58.00589447013894,22.853692111348664,21.569151802302088,63.38135417999615,6.763641900980398,50.347216155301126,3197.2366459979025,155.56957311303773,696.0334400704946,472.7256921137496,3.888140266277481,13.845851541497268
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.68613359999995,8004.359094940575,188.111826864,2247.0,699.7551026028017,4.981454537773013,14.634324797199252
8.0,136.0,201.0,41.65602996,82.22118237,5.6092559920000005,74.19664838,6100.536157694744,1127.4604543920002,1088.0,1735.2248320284175,4.320106660547655,34.25008036151343
32.0,141.0,203.0,21.25941052,92.84416234,5.821347769,109.06584709999998,10126.127213902017,1181.733597107,4512.0,451.96253565788663,4.701078796696919,19.738121615715837
59.8713140981898,68.08998872051916,83.09312293776986,19.220512269771348,18.396263699528493,6.816257990455189,85.58091752423576,1576.892569714537,549.5845896725897,4080.028969322077,365.43151025398566,4.49929206690927,3.3802708456593726
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,6171.59284053453,126.073576398,3610.0,393.9984437551875,4.6227047981832845,12.156761484999787
0.0,5.0,36.0,24.35193812,90.88612388,6.152906502,105.529185,9591.138580865438,221.50463407200002,0.0,593.0168902003091,4.668418985166731,22.13253264692414
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,20815.315968672123,286.895199878,3120.0,700.3582805262313,5.518358707379245,22.192002188989058
81.0,45.0,23.0,19.32666088,68.03449300000001,6.192360002999999,84.22969177,5730.524375118223,142.424280069,3645.0,373.5198207705223,4.445349868078059,13.14879574353734
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,5004.511425715056,139.351011984,529.0,1205.7653375975628,4.588152002992348,17.85764116617735
114.0,27.0,48.0,27.82054812,93.03555162,6.528404377999999,26.32405487,2449.0729657055977,313.363410144,3078.0,773.9828976972357,3.307767444992312,25.88300040714954
22.86785032408981,44.974693207004755,22.950737809385583,28.88564457617629,86.59527198942817,7.0678337733113095,56.161323019747535,4865.497604559819,160.62677595880623,1034.977885929807,827.9371598290583,4.013559009699614,25.00725401449091
17.013918036183,77.01058112531848,23.03141277729593,24.407896393417925,20.6393447609414,5.781819353799604,64.23912381517032,1336.2174633010889,130.5373958342298,1308.812268806587,601.0518047564527,4.323863517394136,5.142412132195821
105.95776940984345,84.85437212677728,52.978163950301,27.110653143942773,78.99840749531145,5.996171385874791,99.67773754375133,7859.201222813714,313.5216234109469,9010.01441742891,739.8803514243713,4.771201433508513,21.312664044362435
100.0,46.0,18.0,24.18586246,76.04203958,6.4316895060000006,69.08056728,5253.027231314612,115.770411108,4600.0,584.9559429340372,4.249645541344232,18.39142310459756
22.0,71.0,17.0,18.15300153,19.38602098,5.509295379,107.6907964,2087.6960383633086,93.658021443,1562.0,329.5314645481824,4.688507120809269,3.5191446851055215
90.0,15.0,52.0,27.04927452,91.3821731,6.448061578,23.65747461,2161.8714399198752,335.299202056,1350.0,731.6632520583213,3.2050800841384954,24.718214864160597
23.823800095215915,30.013974133107958,11.001949322494214,32.523302274834904,94.63091359646297,6.686430536265034,113.34756077461378,10704.391710318207,72.53110580036463,719.8762109019003,1049.5180938021228,4.695819069467659,30.44476159781866
27.0,62.0,24.0,28.63005477,66.770943,7.353876754,62.2737345,4158.075976696634,176.493042096,1674.0,819.6800361331998,4.147470306231185,19.11655755134548
100.0,58.0,41.0,23.17403323,87.88255345,6.6587699910000016,160.6217342,14115.848141063192,273.0095696310001,5800.0,537.0358161451442,5.085258630855394,20.36593213987551
109.0,26.0,45.0,28.27973674,90.38971208,6.224535448999998,21.58992507,1951.5071109060736,280.1040952049999,2834.0,799.7435100837058,3.117504013520006,25.561972616267976
71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,15763.907399209755,289.46821744,3266.0,411.2862565095198,5.2624496097089635,16.65481341118105
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047000001,93.53197359,4611.451072800176,175.50875536300003,29.0,746.9078254390565,4.5489381221417045,13.474448896054046
116.0,25.0,50.0,29.26092798,92.92367701,6.088885814,28.70627683,2667.492796310567,304.4442907,2900.0,856.201906250747,3.3913583645567154,27.19033020626392
90.81767617615256,74.97542741337813,55.147458890158056,27.610585464067658,76.03790858439153,6.0922921909141055,109.36747264121024,8317.179813771641,341.59703481747727,6824.915684808375,755.2129317940108,4.565985996951837,20.97676258824773
100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,7866.795017810192,303.53742822000004,7400.0,646.9293114923782,4.579626751629008,20.739483621950193
12.0,66.0,20.0,27.41434987,63.41785982,7.336117221,44.43177543,2817.7681057734603,146.72234442,792.0,751.546578794769,3.816211759571191,17.38559397112095
140.0,45.0,15.0,25.5308271,80.04662756,5.801047545,99.39557151,7956.280293774317,87.015713175,6300.0,651.8231324100944,4.609118097818686,20.43656608172455
24.0,27.0,34.0,28.87862994,95.11320315,6.203376525,145.0583117,13796.960669318121,210.91480185,648.0,833.9752672114644,4.984005937176781,27.467389961768923
41.92773627073345,79.14932493788034,22.92833093828725,27.613440457411773,63.23977561733075,6.879867572701493,68.4622800806156,4339.51123848738,155.97472651471477,3317.847152861844,768.2103911187124,4.316955790201626,17.40058891627428
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,3537.6843918883023,316.704305595,1751.0,630.6070967167235,3.8112424273819316,20.096095900021
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,4849.120564224983,133.401909186,3762.0,523.645840858137,4.230153382164196,16.383814266119277
28.180389839409123,7.0339250487423906,9.138638805177228,34.79924077489574,92.28207844944171,6.659603153772212,115.51856620822379,10647.390933294004,60.46903257063603,195.90749521571337,1196.5215632594213,4.830085477347174,31.77651236201889
105.0,77.0,52.0,29.16226551,76.16151562,5.816622478999999,100.0075679,7616.727944734061,302.464368908,8085.0,850.4377296757356,4.615195443737139,22.210423401544528
10.0,5.0,42.0,20.24104904,91.08706822,6.887005997,109.2537734,9951.605910978222,289.25425187400003,50.0,409.70006623968493,4.702784739591604,18.43697814750846
35.0,55.0,22.0,30.88883074,52.62696801,8.634929739,55.51932414,2921.8136954526008,189.968454258,1925.0,954.1198644843689,4.0345825998538185,16.255855072202845
82.0,75.0,55.0,27.34585147,78.48738349999998,6.281069505,92.15524332,7233.023923992651,345.458822775,6150.0,747.7955926193011,4.534267384459674,21.463043314599282
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.63052130000003,7812.257244033904,171.356985716,3024.0,714.7635508378689,4.953221703936894,14.851767696721675
22.0,8.0,33.0,28.43572863,95.8840407,5.665785202,203.9283708,19553.476205671894,186.970911666,176.0,808.5906627190017,5.322660507348548,27.265325612930752
36.0,140.0,198.0,23.34386401,91.47684705,6.28188384,104.4267991,9552.634329191778,1243.81300032,5040.0,544.9359869173733,4.658016864699251,21.3542307759877
34.0,6.0,27.0,25.84726298,90.92669463,5.8607404810000014,147.8888994,13447.048794910592,158.23999298700005,204.0,668.0810035572784,5.00320038620575,23.502061880037637
64.97300012519007,63.057241976287806,49.878686926979604,31.887314552627025,91.06672216458064,6.467309549336615,79.09570260654759,7239.684987942353,326.1139169387625,4094.9588169687822,1016.5309422118107,4.615831867287726,29.182764441496776
65.79510086902648,69.01951337723187,47.0769322795199,23.675123444448563,93.57554880659926,6.8833443634840386,87.58881335913576,8194.189431097957,324.749639721614,4553.944774592034,561.342661084039,4.422713123554434,22.12536184986447
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,4702.099356253876,159.523497888,2006.0,815.7947891507017,4.0514831967158065,23.777554506648485
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,70.42508897,5841.4606586024065,1257.357673476,852.0,741.8586925278557,4.268649193758343,22.591998300637265
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,12090.626686112812,196.597671189,1695.0,734.2025126670295,5.25355039562245,17.220495645902915
14.0,69.0,19.0,20.95628486,63.68128841,7.239455147,52.39881209,3336.8238650446847,137.549647793,966.0,439.16587513346525,3.977788500213096,13.345232201717765
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,1196.849550500597,582.205316462,3760.0,295.23774678806507,4.302038357518978,2.8228962191425944
107.0,51.0,22.0,24.86560781,78.22080815,5.983075895,79.56866268,6223.925098244345,131.62766969,5457.0,618.298451760733,4.389109773413795,19.450079380391518
80.0,77.0,49.0,26.05433004,79.39654531,5.519088423,113.2297373,8990.049967978846,270.435332727,6160.0,678.8281138332464,4.738211659997085,20.68623795542554
113.05130251122847,41.13472729812651,19.976307314464517,25.007205269662613,80.46226827529193,7.491555785577433,96.49504697217006,7758.090837301115,145.1134099778728,4633.126284835884,624.9248234156642,4.632018776720588,20.16481719672607
26.0,51.0,25.0,28.76488954,52.62741529,7.792508067999999,55.21606732,2905.8789055302373,194.8127017,1326.0,827.4188702484014,4.029202611413016,15.13821787592557
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699,78.59595817,6396.220304011409,119.738586582,5858.0,658.8931659611492,4.37696331480236,20.88962781624533
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,1855.7661014520627,123.991867252,1920.0,279.28113146826917,4.582647014699778,3.2047227764188295
24.0,67.0,22.0,20.120043,22.89845607,5.618844277000001,104.6252153,2395.755896361342,123.61457409400002,1608.0,404.81613032184896,4.659897124018456,4.60717920762011
133.02157765678012,46.96654822363196,24.23818210184153,24.324355018471447,79.1579585478467,7.24958518033559,90.88718497581765,7191.429788633596,173.76646660996198,6251.004278303048,595.5050666253263,4.505615889156772,19.478077836223676
15.0,36.0,27.0,27.78912455,53.96886679,5.6437102160000014,91.01152997,4911.789137305022,152.38017583200005,540.0,772.2354432554127,4.521913894957293,14.997475610496688
82.0,78.0,46.0,25.05802193,84.97323747,5.738678895,110.4408803,9384.519148127745,263.97922917,6396.0,627.9044630443609,4.713494228758369,21.29261247986358
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,5794.334010388335,103.96760094000001,3648.0,372.32149570699556,4.43331730936425,13.436478573368081
27.0208517959865,64.16079186422205,15.064121559875774,20.131244483888185,24.739023786848943,5.301559029375006,138.1299404497064,3434.3290532458914,82.5294167095465,1727.9196754916375,406.41395505483456,4.822941462796317,4.866793024435509
82.0,35.0,35.0,25.49386782,86.97061481,7.299076163,176.5268267,15352.646648557322,255.46766570499997,2870.0,649.9372964236314,5.1791217338335525,22.172173581902744
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,4952.034498643504,137.264113142,630.0,1023.6739389201459,4.588912899334032,16.269029507420008
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,11298.243297690955,1193.136316622,1946.0,471.9688928810064,4.809711186602062,20.16929314942702
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,4440.322261887671,200.07540519900002,1292.0,1251.5856160577605,4.589202010779153,16.125570398694286
24.0,142.0,202.0,22.53779727,91.48135786,5.710819862,101.8474768,9317.145472278848,1153.5856121240001,3408.0,507.9523057836194,4.633247082983253,20.61788297433001
37.0,73.0,21.0,29.50304807,63.46513414,5.560224582999999,189.5208915,12027.968801379886,116.76471624299998,2701.0,870.4298454207307,5.249761855220473,18.72414903301418
22.084533304556878,16.898728124068274,4.885863279491185,23.98536412094976,90.92454143259127,7.145315855972961,102.79616031375093,9329.580272948904,34.67652753697265,374.00024051647455,581.9042308421847,4.663693086577922,21.968765799743245
75.85662562374338,48.952523917206236,41.89921451882212,25.043744127494396,84.79587357856985,5.011040028000448,196.92828643875416,16638.822589361458,218.27649761932034,3724.2279833851935,623.1808812611706,5.349093536255697,21.11241524560806
4.0,24.0,43.0,22.40423537,88.1508343,7.199504273,109.8695196,9685.089816880203,309.578683739,96.0,501.94976251435895,4.708354010772257,19.74952039719069
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,12093.473509871827,194.54276985,2275.0,601.946605011072,5.2012883016568034,16.437606464143744
72.84254656167646,57.860530319923285,21.008471723815727,19.869794524654196,57.692715824505704,6.6114086611696425,60.607491609517794,3498.516427477079,138.5830580801097,4234.042376254909,398.7457958897552,4.11575554881747,11.549937936721193
7.0,16.0,9.0,18.87957654,92.04304496,7.813916602999999,114.6659511,10554.203292478462,70.32524942699999,112.0,356.4384103297183,4.7507063048042815,17.377337122969813
75.97229578040752,47.08941758162,42.03235771825303,19.9671582391554,83.1609306380995,5.735366275614873,263.7661346445974,21958.683324647143,241.14933904309893,3572.043878963262,403.3278356066012,5.455326778296841,16.66904371695175
69.0,67.0,52.0,27.71948962,94.43877142,6.827305908,82.83061083,7822.421122753346,355.019907216,4623.0,768.3701047932879,4.428798225155487,26.177945441022427
12.0,58.0,23.0,21.74600081,63.39503184,6.765091462000001,50.43306085,3197.2054983744074,155.59710362600003,696.0,472.8885512285207,3.9402811728904714,13.78588413742616
118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.32283859999995,11651.649193857767,190.87823552999998,3894.0,582.3436221054855,5.160908974349584,16.222630224839907
5.797294266077403,18.005134159546444,37.027047448493306,19.642503436783965,89.89231408162756,5.907633770743391,108.03764480492957,9717.402952332266,219.65555908604992,108.17560535246285,386.24491937518417,4.7178635748144675,17.630491374589138
24.0,45.0,19.0,26.85851927,48.8246387,5.9523849570000005,34.7426459,1696.2971335495363,113.09531418300001,1080.0,721.3800573769613,3.5763445388880903,13.113574993747378
26.931132027897227,57.06509433097848,23.996597617691254,27.359959830161795,43.40735210759768,6.057707214692042,142.19419615024532,6171.210959071172,146.28932510062418,1539.1986980155832,747.2231404922933,5.034583917617311,11.834473614254208
14.856233759891849,122.73597650619489,204.0685616997002,22.436118366129612,92.37251554145419,6.35957801010938,115.37175828179652,10678.522331270053,1298.50840995044,1845.123536220351,507.5334886703036,4.694395445577232,20.886675150236787
0.0,65.0,24.0,28.49584395,62.44616219,7.841496029,53.14531023,3318.7206622604463,188.195904696,0.0,812.0131224227516,3.991671362678851,17.794560930426304
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855,222.803013,21202.678150577565,197.28271536,370.0,838.8659451624155,5.410766258700516,27.5623309663301
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,4819.875633773379,288.76552893,1484.0,598.7899563812435,4.065048424157967,20.59506263566419
54.0,66.0,52.0,36.56769731,93.79503425,6.867554147000001,104.4218596,9794.251897630691,357.112815644,3564.0,1337.1964865557811,4.657970011188004,34.29868421635083
21.0,29.0,12.0,22.30318989,92.15987039,6.438668989,117.3688104,10816.694354292484,77.264027868,609.0,497.4322792693982,4.773805262071591,20.554590895459583
2.769041000976994,71.9538047924853,23.96983969147456,36.3939959078495,57.9381633996321,5.986207879824387,122.4861700380492,7105.082489103694,144.62761295191265,215.9170965490374,1332.8493445457468,4.782159872217624,21.221042269022192
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,5740.9144877616545,110.04134872700001,4466.0,520.095541876971,4.6307919219316,12.88691946715735
95.0,30.0,52.0,29.48069921,90.33698678,6.640470862999999,26.0365768,2352.065894178055,345.30448487599995,2850.0,869.1116259104947,3.29719064552747,26.631975347989265
9.831282030218574,58.907002877509086,14.983729085768296,29.79179205266425,89.27332274067622,6.166453104527804,58.810490530027586,5257.0703660133195,94.86335919000122,589.9751850372112,889.7489271002855,4.145588233604995,26.604351053352833
105.0,56.0,15.0,25.96779712,81.97904282,7.272316208999999,74.14169043,6078.064814508154,109.08474313499998,5880.0,674.3264872654803,4.319375536964899,21.288151520415525
24.0,21.0,42.0,20.82210727,87.22815682,6.999014379,109.4429934,9546.510591145425,293.958603918,504.0,433.5601511633869,4.704499491004671,18.162740382704218
78.0,35.0,44.0,26.54348085,84.67353597,7.072655622,183.6222657,15547.94651964185,311.196847368,2730.0,704.5563756343169,5.218311930721563,22.47530380521481
88.95388233516731,90.97902880548827,54.95782367158117,25.176688600837757,80.29496952798097,6.280977635597902,94.41995475296554,7571.075268076461,345.19790477425903,8099.016003328806,629.2421188335823,4.597268625624261,20.237593944427292
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,4776.715987395625,106.527436048,3440.0,555.0180440829826,4.215380887890818,16.866587692525606
118.0,40.0,35.0,26.35034208,58.50650238,7.460174812000001,121.5586297,7111.9702578525885,261.10611842000003,4720.0,694.3405277330188,4.808589525283563,15.416663516173342
61.05582586947504,52.97859127917228,42.91615042234619,26.339453039455343,81.22581822404028,6.245673022748107,223.3871788524121,18105.490092793767,273.07656728342477,3232.9520520687197,697.1346723626355,5.326650379971943,21.361077541499867
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,3697.995258166016,207.85870896,1210.0,816.1309548174736,4.182512270652766,16.371284282833454
34.0,62.0,55.0,27.58548913,90.72526502,6.585346229,238.5008779,21638.05535498016,362.194042595,2108.0,760.959210541348,5.478557082397487,25.02700812025579
10.037843845057866,78.06329257359211,17.941319979106304,18.45474405283115,62.70841201479247,6.381768177730301,44.1571410014649,2764.089916711732,113.67396715888994,780.1280625371747,343.78424834438306,3.937725155897899,11.82386087530226
63.07528786733189,37.079170938178166,42.93286176211557,23.40515404183806,85.23025927114229,6.674126000747226,185.75068714705426,15804.312905775896,286.48646953186994,2330.9821658791684,548.4027229284643,5.180385079813086,19.988352625923994
40.12694076462421,71.97192535062516,76.8308787575202,17.175509690925313,17.011655057736384,7.437031722472944,88.58070513114626,1504.3071656722202,576.4335843696313,2880.0381321465256,289.96050267445247,4.58747058234254,2.9919420591163295
7.235121163697337,28.05707049650408,35.06002951031848,30.1197246799524,46.94517502954951,4.549221338985719,96.69671798843203,4521.0994420829265,163.28206025665844,195.99390416738208,901.0969680410665,4.651702803718854,13.823489692559445
13.921525946191691,121.05081725337621,203.39596664091067,9.81973346113588,83.83240909735665,6.0665001482450815,74.41055778211869,6236.172505979684,1250.2391673213626,1694.1400190824436,94.37422355415865,4.232978848902591,8.14752196601048
99.0,73.0,53.0,26.29039046,81.06003778,5.8717022110000014,118.6730366,9619.640830263323,311.20021718300006,7227.0,691.184630539259,4.784763329044138,21.311000439385516
56.15091112352161,66.94920077211502,78.05002226562543,17.560105108551518,16.831981599205122,8.124234755456213,77.74560902688044,1301.0666194598864,644.0222868248305,3751.9888266610096,308.8981089977411,4.376639601072387,2.868065950184281
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,5241.317451256342,161.03320109999999,95.0,748.0829775423516,4.5775720926409615,14.889791859620454
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817000001,89.96220140000001,5329.84478868747,114.30417634000001,3555.0,566.7000157962424,4.510444050996386,14.103636307494211
9.0,60.0,23.0,31.96987867,57.17377029,6.2760043360000015,64.25520357,3673.7122488483683,144.34809972800002,540.0,1022.073142174521,4.178305791222318,18.278384992777507
80.0,90.0,47.0,26.59743595,79.35898915,6.21084479,107.3944717,8522.716714410282,291.90970513,7200.0,707.4235991143524,4.685777088627558,21.1074563097387
1.9941239728517388,139.93034345603476,197.08071694957883,22.626123349923155,92.84377020629968,5.457563079802758,105.09818536156149,9750.995464733109,1090.465749478644,279.9838812745082,515.1632668185874,4.797386011384542,21.07548228691254
94.94485671413987,29.94161124985051,51.875191419697806,29.36864259366217,90.11210184514523,6.5550676507347,25.860268785896857,2352.114841728544,345.4178492300845,2850.007086483837,869.0118260512936,3.341966289571936,26.522252367568093
56.0,50.0,52.0,33.08706051,92.25197542,6.770384816,88.1300769,8130.173687941509,352.060010432,2800.0,1094.7535731924015,4.490096840926951,30.523466928885725
59.0,62.0,49.0,43.36051537,93.35191636,6.941496806,114.778071,10714.752883954141,340.133343494,3658.0,1880.1342931520064,4.7516751776034445,40.47787204146735
42.913192288469894,60.858190484859165,20.066806112095087,27.00280054346551,61.69074605885799,6.866704825608496,63.51524227633707,3913.770862734894,136.11742855988544,2622.968016836208,722.0976551234681,4.199490899434015,16.50258184054691
6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,2962.4425441629105,121.16612322,462.0,664.9932314723928,3.914886337577259,15.545102787570759
87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,15403.915585373114,272.150897854,4176.0,567.1921538794096,5.253906732222334,19.27656162427747
89.93375728507108,13.96354883941184,52.07132196416727,24.667774542378954,89.10174014119194,6.363897957235791,59.82079846365064,5323.700552979592,332.2412415109681,1259.8985409743893,617.2135397470048,4.246914143030511,22.313399846652047
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,5324.37738359538,1233.4027064000002,2337.0,1208.3174240908947,4.200269422657453,28.168618922421942
100.0,35.0,36.0,25.31042337,72.01364411,6.346715209,190.5577618,13722.758840663353,228.481747524,3500.0,640.6175311686421,5.255189391338494,18.226958208406067
0.0,55.0,25.0,28.17489437,43.6672299,4.524171562,45.78172762,1999.1612252017198,113.10428905,0.0,793.8246727606577,3.8454926912137424,12.303195898630058
106.95463752568175,51.00408043157502,21.95580702870267,24.849367941381452,78.26575060847208,6.232653731781971,79.57087511785194,6223.855309760744,131.58807738874708,5456.985358213452,618.3668782036824,4.382670341370211,19.461783698625688
28.0,69.0,16.0,29.77013109,66.29327012,6.547361617999999,35.69674138,2366.4537187081214,104.75778588799999,1932.0,886.2607051157846,3.602687960382699,19.7355934185718
34.0,56.0,17.0,33.4126864,35.42910045,4.548202098,139.6702541,4948.391462385925,77.319435666,1904.0,1116.407612464745,4.946418528123273,11.83781422769949
36.0,43.0,24.0,27.09400578,43.65305437,3.510404312,41.53749535,1813.2385429071721,84.249703488,1548.0,734.0851492066733,3.750385930511708,11.827361074154341
